111 20,Stockholm,975551
211 20,Malmö,362133
214 20,Malmö,362133
352 30,Växjö,97179
411 03,Göteborg,604616
417 05,Göteborg,604616
582 20,Linköping,166673
631 05,Eskilstuna,107367
702 10,Örebro,158057
722 10,Västerås,127799
753 20,Uppsala,245635
754 50,Uppsala,245635
851 85,Sundsvall,99439
903 25,Umeå,130224
974 35,Luleå,78049
